transaction_id,target_id,acquirer_id,announce_date,close_date,deal_year,deal_quarter,deal_type,financing_type,deal_size_mm,ev_ebitda_multiple,ev_revenue_multiple,synergy_pct_of_deal,outcome,strategic_rationale_tags,num_bidders,days_to_close,target_name,target_sector,target_sub_sector,target_geography,target_ownership_type,target_ltm_revenue_mm,target_ebitda_margin_pct,acquirer_name,acquirer_type,acquirer_sector_focus,acquirer_geographic_reach,sector_median_ev_ebitda,sector_median_ev_revenue,ev_ebitda_pct_vs_sector_median,ev_revenue_pct_vs_sector_median,acquirer_fiscal_revenue_mm,acquirer_fiscal_ebitda_mm,acquirer_net_debt_mm,acquirer_cash_mm,acquirer_total_assets_mm,deal_size_tier
TXN-0451,TGT-0108,ACQ-036,2022-10-06,2023-01-12,2022,Q4,Merger of Equals,Mixed,267.6,19.5,4.5,17.6,Closed,Market Consolidation|Platform Build|High Growth|Cost Synergies|Geographic Expansion,2,98,Halcyon Physician Partners,Physician Groups,Orthopedic Groups,Mountain West,Nonprofit,610.3,19.0,Water Street Healthcare,Financial Sponsor,Healthcare,National,16.6,1.73,17.46987951807228,160.11560693641619,,,,,,Mid-Market
TXN-0194,TGT-0110,ACQ-033,2022-07-04,,2022,Q3,SPAC Merger,Cash + Stock,543.7,8.0,6.81,19.7,Pending,Talent Acquisition|Technology Capability|High Growth,7,,Highland MedTech,Medical Devices,Surgical Instruments,Southwest,Private,87.6,25.3,New Mountain Capital,Financial Sponsor,Healthcare,National,9.9,2.93,-19.191919191919197,132.42320819112626,,,,,,Large
TXN-0127,TGT-0112,ACQ-038,2022-10-22,2022-12-31,2022,Q4,Minority Investment,Stock-for-Stock,487.0,6.1,7.15,7.7,Closed,Cost Synergies|Geographic Expansion|Regulatory Arbitrage,4,70,Titan Oral Health,Dental,Oral Surgery,Northeast,Public,105.6,29.6,Great Hill Partners,Financial Sponsor,Technology,National,13.2,4.45,-53.78787878787878,60.67415730337079,,,,,,Mid-Market
TXN-0197,TGT-0120,ACQ-028,2022-08-08,2023-05-28,2022,Q3,SPAC Merger,Seller Financing,608.7,21.2,7.59,9.1,Closed,Cost Synergies|Supply Chain Integration|Margin Improvement|Platform Build,7,293,Daybreak Medical Devices,Medical Devices,Diagnostic Equipment,National,Physician-Owned,247.4,17.5,Advent International,Financial Sponsor,Diversified,National,9.9,2.93,114.14141414141412,159.0443686006826,,,,,,Large
TXN-0165,TGT-0146,ACQ-027,2022-06-14,2023-05-30,2022,Q2,Leveraged Buyout,Cash + Stock,425.6,13.8,7.55,13.4,Closed,Market Consolidation|Margin Improvement|Cross-Sell Opportunity,1,350,Atlas Behavioral Health,Behavioral Health,Eating Disorder Treatment,Mid-Atlantic,Nonprofit,665.8,15.7,Bain Capital,Financial Sponsor,Diversified,National,12.9,4.69,6.976744186046514,60.98081023454156,,,,,,Mid-Market
TXN-0295,TGT-0147,ACQ-037,2022-05-20,2023-03-19,2022,Q2,Platform Investment,Stock-for-Stock,761.5,12.8,3.52,11.0,Closed,Supply Chain Integration|Cost Synergies|Brand Value|Margin Improvement|Geographic Expansion,7,303,Acumen RCM Services,Revenue Cycle,Billing Services,West Coast,Family-Owned,341.2,23.4,Frazier Healthcare,Financial Sponsor,Healthcare,National,14.8,3.47,-13.513513513513512,1.4409221902017237,,,,,,Large
TXN-0405,TGT-0154,ACQ-026,2022-06-17,2022-10-14,2022,Q2,Leveraged Buyout,Seller Financing,660.0,18.9,6.99,13.5,Closed,Cost Synergies|Brand Value,7,119,Optima Financial Services,Revenue Cycle,Coding Services,National,Physician-Owned,480.0,14.5,Warburg Pincus,Financial Sponsor,Healthcare,National,14.8,3.47,27.702702702702688,101.44092219020173,,,,,,Large
TXN-0483,TGT-0162,ACQ-029,2022-02-20,,2022,Q1,Carve-out,Seller Financing,145.9,12.7,3.91,19.9,Rumored,Talent Acquisition|Market Consolidation|Margin Improvement|Technology Capability,1,,Voyager Biomedical,Medical Devices,Diagnostic Equipment,Mid-Atlantic,Physician-Owned,263.9,19.5,General Atlantic,Financial Sponsor,Growth Equity,National,14.1,1.65,-9.9290780141844,136.969696969697,,,,,,Mid-Market
TXN-0092,TGT-0167,ACQ-031,2022-08-12,2023-06-21,2022,Q3,Management Buyout,Stock-for-Stock,776.1,19.3,2.07,13.2,Closed,Brand Value|Diversification|Margin Improvement|Talent Acquisition,7,313,Embark Financial Services,Revenue Cycle,Claims Management,Southeast,Physician-Owned,324.8,16.5,Thoma Bravo,Financial Sponsor,Technology,National,11.9,3.78,62.18487394957983,-45.23809523809524,,,,,,Large
TXN-0176,TGT-0177,ACQ-029,2022-01-03,,2022,Q1,Recapitalization,Mixed,547.5,16.1,2.9,13.6,Terminated,Brand Value|Margin Improvement|Platform Build,2,,Equinox Health Plans,Health Insurance,Medicaid Managed Care,Northeast,Private,836.5,23.6,General Atlantic,Financial Sponsor,Growth Equity,National,12.8,4.02,25.781250000000007,-27.86069651741293,,,,,,Large
TXN-0466,TGT-0179,ACQ-034,2022-06-17,,2022,Q2,Strategic Acquisition,Seller Financing,137.2,16.8,7.96,10.4,Withdrawn,Diversification|Market Consolidation|Talent Acquisition,5,,Prism Pharma,Pharma/Biotech,Biotech Therapeutics,Northeast,PE-Backed,304.3,13.5,Oak Hill Capital,Financial Sponsor,Diversified,National,9.9,3.12,69.6969696969697,155.1282051282051,,,,,,Mid-Market
TXN-0113,TGT-0180,ACQ-040,2022-05-10,2022-07-21,2022,Q2,Recapitalization,All Cash,171.8,13.1,6.26,17.5,Closed,Cross-Sell Opportunity|Cost Synergies|Vertical Integration,2,72,Bridgepoint Biomedical,Medical Devices,Orthopedic Devices,Midwest,Public,198.8,14.5,Leonard Green,Financial Sponsor,Diversified,National,9.9,4.01,32.32323232323232,56.10972568578554,,,,,,Mid-Market
TXN-0364,TGT-0186,ACQ-028,2022-05-28,2022-09-22,2022,Q2,Strategic Acquisition,Cash + Stock,762.8,19.0,2.74,13.8,Closed,Vertical Integration|High Growth,2,117,Luminary Clinical Group,Physician Groups,Cardiology Groups,Southeast,PE-Backed,245.0,34.6,Advent International,Financial Sponsor,Diversified,National,16.7,3.92,13.772455089820365,-30.102040816326525,,,,,,Large
TXN-0121,TGT-0199,ACQ-032,2022-05-23,2022-10-28,2022,Q2,Carve-out,Cash + Stock,40.3,20.5,0.91,7.6,Closed,Supply Chain Integration|Technology Capability|Platform Build,7,158,Zephyr Healthcare,Healthcare Services,Lab Services,Southwest,Private,239.2,20.8,Vista Equity Partners,Financial Sponsor,Technology,National,14.5,3.67,41.37931034482759,-75.20435967302453,,,,,,Small
TXN-0008,TGT-0222,ACQ-026,2022-03-16,,2022,Q1,Minority Investment,Mixed,150.7,10.1,2.15,7.8,Withdrawn,Cross-Sell Opportunity|Brand Value,3,,Zephyr MedTech,Medical Devices,Cardiac Devices,Mountain West,Family-Owned,188.4,28.4,Warburg Pincus,Financial Sponsor,Healthcare,National,14.1,1.65,-28.368794326241137,30.303030303030305,,,,,,Mid-Market
TXN-0237,TGT-0227,ACQ-033,2022-02-03,2022-03-23,2022,Q1,Carve-out,Mixed,277.7,8.6,6.91,10.5,Closed,Revenue Synergies|Supply Chain Integration|Margin Improvement,7,48,Westward Smile Partners,Dental,General Dentistry,Mountain West,Family-Owned,158.1,21.8,New Mountain Capital,Financial Sponsor,Healthcare,National,12.6,3.64,-31.746031746031743,89.83516483516483,,,,,,Mid-Market
TXN-0231,TGT-0228,ACQ-032,2022-03-02,2022-06-07,2022,Q1,Recapitalization,Seller Financing,173.1,16.8,6.8,3.9,Closed,High Growth|Revenue Synergies|Margin Improvement|Market Consolidation|Cross-Sell Opportunity,1,97,Sapphire Software,Health IT,Data Analytics,Mid-Atlantic,PE-Backed,208.2,23.2,Vista Equity Partners,Financial Sponsor,Technology,National,13.3,2.98,26.31578947368421,128.18791946308724,,,,,,Mid-Market
TXN-0169,TGT-0242,ACQ-038,2022-01-09,2023-01-12,2022,Q1,Minority Investment,Cash + Stock,743.4,14.6,3.59,5.3,Closed,Vertical Integration|Technology Capability|Diversification|Cost Synergies,4,368,Kinetic Billing Solutions,Revenue Cycle,Patient Financial Services,Multi-Regional,Family-Owned,175.3,25.8,Great Hill Partners,Financial Sponsor,Technology,National,17.9,1.91,-18.435754189944127,87.95811518324608,,,,,,Large
TXN-0390,TGT-0244,ACQ-034,2022-07-13,,2022,Q3,Platform Investment,All Cash,81.0,14.2,1.88,11.5,Terminated,Margin Improvement|Vertical Integration,6,,Nexus Medical Devices,Medical Devices,Orthopedic Devices,Northeast,Public,363.8,10.8,Oak Hill Capital,Financial Sponsor,Diversified,National,9.9,2.93,43.43434343434342,-35.83617747440274,,,,,,Small
TXN-0221,TGT-0249,ACQ-030,2022-03-08,2023-02-04,2022,Q1,Carve-out,All Cash,88.5,22.5,2.1,5.9,Closed,Cross-Sell Opportunity|Geographic Expansion|Talent Acquisition,5,333,Nexus Dental Group,Dental,Pediatric Dental,West Coast,Private,363.0,18.3,Summit Partners,Financial Sponsor,Growth Equity,National,12.6,3.64,78.57142857142858,-42.30769230769231,,,,,,Small
TXN-0232,TGT-0250,ACQ-026,2022-12-14,2023-09-27,2022,Q4,Leveraged Buyout,Mixed,429.7,14.0,3.07,4.1,Closed,Margin Improvement|Cross-Sell Opportunity,7,287,Momentum Claims Solutions,Revenue Cycle,Claims Management,Midwest,Public,717.1,13.4,Warburg Pincus,Financial Sponsor,Healthcare,National,15.8,4.4,-11.392405063291143,-30.227272727272737,,,,,,Mid-Market
TXN-0297,TGT-0257,ACQ-024,2022-12-23,2023-04-10,2022,Q4,Minority Investment,Stock-for-Stock,316.5,11.8,7.91,4.2,Closed,Brand Value|Cross-Sell Opportunity|Cost Synergies|Technology Capability|High Growth,1,108,Flatiron Physician Partners,Physician Groups,Anesthesia Groups,Great Plains,Public,471.5,23.9,Hellman & Friedman,Financial Sponsor,Diversified,National,16.6,1.73,-28.915662650602414,357.2254335260115,,,,,,Mid-Market
TXN-0213,TGT-0281,ACQ-021,2022-01-25,2022-08-18,2022,Q1,Strategic Acquisition,Mixed,509.7,21.0,1.78,9.8,Closed,Platform Build|Cost Synergies,5,205,Alpine Recovery Centers,Behavioral Health,Autism Services,Southeast,Nonprofit,83.8,25.9,KKR,Financial Sponsor,Diversified,National,12.5,3.22,68.0,-44.72049689440994,,,,,,Large
TXN-0009,TGT-0211,ACQ-036,2022-02-11,,2022,Q1,Bolt-on Acquisition,Leveraged,122.7,9.8,7.17,11.9,Withdrawn,Supply Chain Integration|Market Consolidation|Diversification|Margin Improvement|Talent Acquisition,1,,Cascade Medical Practice,Physician Groups,Primary Care Groups,Multi-Regional,Family-Owned,307.2,23.7,Water Street Healthcare,Financial Sponsor,Healthcare,National,12.9,3.41,-24.03100775193798,110.26392961876832,,,,,,Mid-Market
TXN-0283,TGT-0252,ACQ-030,2022-02-23,,2022,Q1,Bolt-on Acquisition,Leveraged,287.2,22.0,6.5,9.6,Pending,Technology Capability|Cost Synergies|Cross-Sell Opportunity|Market Consolidation|High Growth,3,,Halcyon Health Coverage,Health Insurance,Medicare Advantage,Midwest,Nonprofit,921.4,33.5,Summit Partners,Financial Sponsor,Growth Equity,National,12.8,4.02,71.87499999999999,61.69154228855723,,,,,,Mid-Market
TXN-0423,TGT-0030,ACQ-007,2023-10-25,,2023,Q4,Platform Investment,Seller Financing,347.7,19.7,6.34,7.4,Pending,Market Consolidation|Technology Capability|Cost Synergies|Geographic Expansion|Vertical Integration,7,,Alpine Biomedical,Medical Devices,Orthopedic Devices,Multi-Regional,Nonprofit,749.2,29.8,Amedisys,Strategic,Home Health/Hospice,National,14.0,4.93,40.71428571428571,28.60040567951319,1932.9,301.5,893.1,108.0,3195.1,Mid-Market
TXN-0079,TGT-0036,ACQ-006,2023-07-03,2024-03-10,2023,Q3,Management Buyout,Seller Financing,287.8,21.5,2.43,19.4,Closed,Vertical Integration|Cost Synergies,8,251,Landmark Insurance Solutions,Health Insurance,Medicare Advantage,Midwest,Family-Owned,179.8,17.0,Molina Healthcare,Strategic,Health Insurance,Multi-Regional,15.0,2.73,43.333333333333336,-10.989010989010982,2381.7,238.2,537.5,219.7,4193.9,Mid-Market
TXN-0013,TGT-0073,ACQ-008,2023-08-22,,2023,Q3,Bolt-on Acquisition,Leveraged,475.0,12.4,3.12,19.6,Withdrawn,Regulatory Arbitrage|Diversification|Cost Synergies|Market Consolidation|Talent Acquisition,7,,Daybreak Dental Care,Dental,DSO (Dental Support Org),National,Physician-Owned,593.7,20.2,Acadia Healthcare,Strategic,Behavioral Health,National,10.0,3.34,24.000000000000004,-6.586826347305381,2485.6,407.6,747.3,162.3,6631.2,Mid-Market
TXN-0312,TGT-0082,ACQ-002,2023-11-25,,2023,Q4,Merger of Equals,Stock-for-Stock,792.4,20.4,3.62,12.0,Pending,Market Consolidation|Technology Capability|Brand Value|Talent Acquisition,5,,Ridgeline Life Sciences,Pharma/Biotech,CDMO,Multi-Regional,Private,52.2,16.7,CVS Health,Strategic,Healthcare Services,National,15.1,3.74,35.09933774834437,-3.208556149732623,12260.6,1900.4,3992.6,1648.7,31020.4,Large
TXN-0040,TGT-0083,ACQ-003,2023-10-09,,2023,Q4,Leveraged Buyout,Mixed,274.5,6.1,5.64,18.4,Pending,Platform Build|Supply Chain Integration|Talent Acquisition,8,,Pinnacle Biosciences,Pharma/Biotech,Drug Delivery,Great Plains,Family-Owned,146.2,24.8,HCA Healthcare,Strategic,Healthcare Services,National,15.1,3.74,-59.60264900662252,50.802139037433136,5516.1,684.0,1900.6,544.1,14062.9,Mid-Market
TXN-0245,TGT-0084,ACQ-010,2023-04-04,,2023,Q2,Recapitalization,Mixed,116.6,19.4,7.02,5.0,Pending,Margin Improvement|Geographic Expansion|Market Consolidation|Cost Synergies|Talent Acquisition,4,,Haven Billing Solutions,Revenue Cycle,Coding Services,Multi-Regional,PE-Backed,493.8,21.1,DaVita,Strategic,Healthcare Services,National,12.7,2.01,52.75590551181102,249.25373134328362,4672.7,1285.0,2678.1,181.1,10145.8,Mid-Market
TXN-0480,TGT-0096,ACQ-018,2023-03-08,2024-03-23,2023,Q1,SPAC Merger,Stock-for-Stock,547.4,11.2,3.73,3.3,Closed,Vertical Integration|Brand Value|Margin Improvement,7,381,Harbor Wellness Group,Behavioral Health,Mental Health Clinics,Mountain West,Physician-Owned,575.7,11.9,Medline Industries,Strategic,Medical Devices,National,9.7,2.53,15.463917525773196,47.4308300395257,4167.2,420.9,783.1,190.5,6080.0,Large
TXN-0031,TGT-0097,ACQ-010,2023-04-19,,2023,Q2,Strategic Acquisition,Seller Financing,533.5,18.9,5.99,14.1,Withdrawn,Brand Value|High Growth|Revenue Synergies|Supply Chain Integration,5,,Noble Home Health,Home Health/Hospice,Home Infusion,Great Plains,Public,54.4,17.3,DaVita,Strategic,Healthcare Services,National,11.6,2.55,62.93103448275862,134.90196078431376,4672.7,1285.0,2678.1,181.1,10145.8,Large
TXN-0328,TGT-0112,ACQ-020,2023-01-04,,2023,Q1,Recapitalization,Seller Financing,60.1,6.1,4.11,8.1,Pending,Diversification|Market Consolidation,2,,Titan Oral Health,Dental,Oral Surgery,Northeast,Public,105.6,29.6,Qualifacts,Strategic,Health IT,National,15.0,2.58,-59.333333333333336,59.30232558139535,380.3,97.7,143.6,36.1,683.0,Small
TXN-0471,TGT-0126,ACQ-010,2023-08-13,2024-09-03,2023,Q3,Strategic Acquisition,Stock-for-Stock,285.6,14.9,5.74,14.9,Closed,Revenue Synergies|Margin Improvement|Market Consolidation|Technology Capability|Platform Build,8,387,Beacon Insurance Solutions,Health Insurance,Managed Care,Midwest,Physician-Owned,221.7,20.0,DaVita,Strategic,Healthcare Services,National,15.0,2.73,-0.6666666666666643,110.25641025641026,4672.7,1285.0,2678.1,181.1,10145.8,Mid-Market
TXN-0341,TGT-0128,ACQ-014,2023-03-24,2023-07-15,2023,Q1,Strategic Acquisition,Mixed,511.7,24.5,3.14,19.1,Closed,Brand Value|Cross-Sell Opportunity|Vertical Integration|Diversification|Geographic Expansion,5,113,Unity Revenue Solutions,Revenue Cycle,Denial Management,Southwest,Family-Owned,6.1,33.5,HealthStream,Strategic,Health IT,National,17.8,3.02,37.64044943820224,3.973509933774838,277.3,79.6,79.1,10.7,384.6,Large
TXN-0476,TGT-0133,ACQ-013,2023-10-10,,2023,Q4,Minority Investment,All Cash,236.1,8.3,4.33,9.2,Pending,High Growth|Diversification|Regulatory Arbitrage|Vertical Integration,6,,Cascade Dental,Dental,Oral Surgery,Multi-Regional,Nonprofit,400.9,32.5,Evolent Health,Strategic,Health IT,National,13.2,4.22,-37.12121212121211,2.6066350710900554,797.4,181.8,125.7,109.5,1658.1,Mid-Market
TXN-0137,TGT-0147,ACQ-018,2023-09-06,2024-02-03,2023,Q3,Recapitalization,Mixed,229.0,9.0,1.62,19.3,Closed,Talent Acquisition|Diversification|Vertical Integration|Cost Synergies,2,150,Acumen RCM Services,Revenue Cycle,Billing Services,West Coast,Family-Owned,341.2,23.4,Medline Industries,Strategic,Medical Devices,National,12.4,1.75,-27.41935483870968,-7.428571428571422,4167.2,420.9,783.1,190.5,6080.0,Mid-Market
TXN-0227,TGT-0154,ACQ-016,2023-12-01,2024-03-03,2023,Q4,Platform Investment,Seller Financing,447.5,23.4,4.5,11.7,Closed,Regulatory Arbitrage|Market Consolidation|Cross-Sell Opportunity|Vertical Integration|Diversification,7,93,Optima Financial Services,Revenue Cycle,Coding Services,National,Physician-Owned,480.0,14.5,Henry Schein,Strategic,Medical Devices,National,16.3,4.59,43.55828220858894,-1.960784313725487,3478.8,810.6,603.0,270.8,8906.5,Mid-Market
TXN-0117,TGT-0155,ACQ-016,2023-09-17,2024-02-24,2023,Q3,Strategic Acquisition,Mixed,704.8,22.9,6.67,3.5,Closed,Diversification|High Growth|Regulatory Arbitrage,5,160,Kensington Biopharma,Pharma/Biotech,Specialty Pharma,Southwest,Physician-Owned,173.8,10.3,Henry Schein,Strategic,Medical Devices,National,13.7,4.04,67.15328467153284,65.0990099009901,3478.8,810.6,603.0,270.8,8906.5,Large
TXN-0044,TGT-0161,ACQ-001,2023-06-01,,2023,Q2,Merger of Equals,Seller Financing,555.3,17.7,3.92,15.4,Terminated,Regulatory Arbitrage|Brand Value|Revenue Synergies|High Growth,8,,Zenith Medical Group,Healthcare Services,Lab Services,Southeast,Public,572.2,19.9,UnitedHealth Group,Strategic,Health Insurance,National,10.1,4.27,75.24752475247524,-8.196721311475402,23028.6,3569.4,6556.8,3225.6,32236.7,Large
TXN-0438,TGT-0168,ACQ-011,2023-09-02,,2023,Q3,Platform Investment,Stock-for-Stock,542.6,7.4,5.75,18.2,Terminated,Platform Build|Market Consolidation|Supply Chain Integration|Talent Acquisition|Diversification,1,,Encore Health Analytics,Health IT,EHR/EMR,Multi-Regional,Family-Owned,269.9,27.0,Veeva Systems,Strategic,Health IT,National,10.7,1.85,-30.841121495327094,210.81081081081078,2389.4,664.3,1082.8,321.0,3630.7,Large
TXN-0458,TGT-0182,ACQ-020,2023-09-21,,2023,Q3,Management Buyout,All Cash,676.1,24.2,7.61,17.2,Rumored,Talent Acquisition|Margin Improvement|Revenue Synergies|Market Consolidation|Vertical Integration,3,,Flatiron Recovery Centers,Behavioral Health,Autism Services,Southwest,PE-Backed,367.0,31.7,Qualifacts,Strategic,Health IT,National,11.6,2.09,108.62068965517241,264.1148325358852,380.3,97.7,143.6,36.1,683.0,Large
TXN-0175,TGT-0188,ACQ-012,2023-02-12,2023-07-22,2023,Q1,Management Buyout,Mixed,123.6,12.4,4.69,14.0,Closed,Diversification|Vertical Integration|Talent Acquisition|Regulatory Arbitrage,4,160,Prism RCM Services,Revenue Cycle,Denial Management,National,Physician-Owned,387.9,16.6,Phreesia,Strategic,Health IT,National,17.8,3.02,-30.337078651685395,55.298013245033125,390.0,112.7,98.9,37.6,1100.0,Mid-Market
TXN-0369,TGT-0192,ACQ-012,2023-04-20,,2023,Q2,Management Buyout,Stock-for-Stock,238.7,18.5,5.7,13.8,Withdrawn,Supply Chain Integration|Revenue Synergies,2,,Apex Wellness Group,Behavioral Health,Mental Health Clinics,Southeast,PE-Backed,247.7,12.1,Phreesia,Strategic,Health IT,National,11.1,2.31,66.66666666666667,146.75324675324674,390.0,112.7,98.9,37.6,1100.0,Mid-Market
TXN-0366,TGT-0200,ACQ-001,2023-05-26,,2023,Q2,Bolt-on Acquisition,Mixed,499.0,12.2,7.9,19.0,Rumored,Cost Synergies|Margin Improvement,6,,Continuum Mental Wellness,Behavioral Health,Substance Abuse Treatment,Mountain West,Nonprofit,428.0,28.4,UnitedHealth Group,Strategic,Health Insurance,National,11.1,2.31,9.909909909909906,241.99134199134198,23028.6,3569.4,6556.8,3225.6,32236.7,Mid-Market
TXN-0367,TGT-0209,ACQ-017,2023-02-07,,2023,Q1,Recapitalization,Cash + Stock,516.5,17.0,1.06,15.7,Pending,Market Consolidation|Talent Acquisition|Supply Chain Integration|Cost Synergies|Cross-Sell Opportunity,4,,Keybridge Health Coverage,Health Insurance,Medicaid Managed Care,Great Plains,Physician-Owned,375.5,28.4,Hologic,Strategic,Medical Devices,National,9.5,3.32,78.94736842105263,-68.0722891566265,2121.6,553.7,1117.7,258.7,4100.9,Large
TXN-0133,TGT-0212,ACQ-004,2023-09-27,2023-12-14,2023,Q3,SPAC Merger,Mixed,450.8,6.4,4.96,8.6,Closed,Vertical Integration|Revenue Synergies|Geographic Expansion,6,78,Crest Specialty Medicine,Physician Groups,Orthopedic Groups,Midwest,Physician-Owned,370.4,23.1,Elevance Health,Strategic,Health Insurance,National,9.2,4.23,-30.43478260869564,17.257683215130008,7024.6,927.2,754.9,959.8,9594.4,Mid-Market
TXN-0102,TGT-0233,ACQ-001,2023-11-11,,2023,Q4,Carve-out,All Cash,687.6,20.7,2.52,15.3,Rumored,Talent Acquisition|Regulatory Arbitrage|Margin Improvement,7,,Uplift Health Plans,Health Insurance,Dental Insurance,Northeast,Physician-Owned,4.7,27.5,UnitedHealth Group,Strategic,Health Insurance,National,14.1,2.04,46.808510638297875,23.52941176470588,23028.6,3569.4,6556.8,3225.6,32236.7,Large
TXN-0220,TGT-0252,ACQ-010,2023-12-18,2024-09-11,2023,Q4,Strategic Acquisition,Cash + Stock,57.8,9.5,4.19,5.8,Closed,Brand Value|Margin Improvement,8,268,Halcyon Health Coverage,Health Insurance,Medicare Advantage,Midwest,Nonprofit,921.4,33.5,DaVita,Strategic,Healthcare Services,National,14.1,2.04,-32.6241134751773,105.39215686274513,4672.7,1285.0,2678.1,181.1,10145.8,Small
TXN-0482,TGT-0256,ACQ-014,2023-05-25,,2023,Q2,Minority Investment,Leveraged,40.3,22.2,7.77,13.7,Withdrawn,Technology Capability|Market Consolidation,6,,Equinox Managed Care,Health Insurance,Managed Care,Mid-Atlantic,Family-Owned,5.7,14.0,HealthStream,Strategic,Health IT,National,15.5,2.08,43.2258064516129,273.55769230769226,277.3,79.6,79.1,10.7,384.6,Small
TXN-0209,TGT-0257,ACQ-008,2023-08-28,2024-02-09,2023,Q3,Recapitalization,All Cash,485.9,20.7,3.06,17.1,Closed,Technology Capability|Cost Synergies|Platform Build|Revenue Synergies|Brand Value,7,165,Flatiron Physician Partners,Physician Groups,Anesthesia Groups,Great Plains,Public,471.5,23.9,Acadia Healthcare,Strategic,Behavioral Health,National,9.2,4.23,125.0,-27.65957446808511,2485.6,407.6,747.3,162.3,6631.2,Mid-Market
TXN-0296,TGT-0276,ACQ-010,2023-04-28,,2023,Q2,Platform Investment,Stock-for-Stock,255.1,11.4,4.85,11.2,Pending,Market Consolidation|Margin Improvement|Technology Capability,6,,Uplift Dental Group,Dental,Pediatric Dental,National,Nonprofit,413.9,20.2,DaVita,Strategic,Healthcare Services,National,17.9,2.17,-36.31284916201117,123.50230414746544,4672.7,1285.0,2678.1,181.1,10145.8,Mid-Market
TXN-0249,TGT-0288,ACQ-008,2023-03-26,,2023,Q1,Leveraged Buyout,Seller Financing,467.8,7.0,4.91,6.2,Terminated,Platform Build|Regulatory Arbitrage,8,,Trident Healthcare,Healthcare Services,Lab Services,Multi-Regional,Physician-Owned,191.0,16.0,Acadia Healthcare,Strategic,Behavioral Health,National,17.1,4.76,-59.06432748538012,3.151260504201688,2485.6,407.6,747.3,162.3,6631.2,Mid-Market
TXN-0112,TGT-0293,ACQ-013,2023-06-06,2024-02-22,2023,Q2,Leveraged Buyout,All Cash,624.8,12.1,7.45,4.5,Closed,Diversification|Technology Capability|Brand Value|Supply Chain Integration,7,261,Westward Behavioral Health,Behavioral Health,Psychiatric Hospitals,National,Nonprofit,294.8,27.7,Evolent Health,Strategic,Health IT,National,11.1,2.31,9.00900900900901,222.51082251082255,797.4,181.8,125.7,109.5,1658.1,Large
TXN-0235,TGT-0082,ACQ-012,2023-02-20,,2023,Q1,Bolt-on Acquisition,Leveraged,104.5,10.3,4.85,11.3,Withdrawn,Supply Chain Integration|Geographic Expansion|Brand Value|Talent Acquisition,6,,Ridgeline Life Sciences,Pharma/Biotech,CDMO,Multi-Regional,Private,52.2,16.7,Phreesia,Strategic,Health IT,National,15.0,4.27,-31.33333333333333,13.583138173302112,390.0,112.7,98.9,37.6,1100.0,Mid-Market
TXN-0210,TGT-0029,ACQ-032,2023-09-27,,2023,Q3,Bolt-on Acquisition,Leveraged,347.7,19.0,7.74,18.0,Terminated,Margin Improvement|Market Consolidation|Diversification|Vertical Integration,3,,Frontier Health Coverage,Health Insurance,Managed Care,Southwest,Physician-Owned,161.2,31.8,Vista Equity Partners,Financial Sponsor,Technology,National,15.0,2.73,26.666666666666668,183.5164835164835,,,,,,Mid-Market
TXN-0440,TGT-0035,ACQ-032,2023-06-26,,2023,Q2,Carve-out,All Cash,555.1,17.7,5.34,7.0,Withdrawn,Talent Acquisition|Regulatory Arbitrage|Cost Synergies|Vertical Integration|Technology Capability,6,,Haven Care Partners,Healthcare Services,Post-Acute Care,Southwest,Nonprofit,364.3,31.9,Vista Equity Partners,Financial Sponsor,Technology,National,10.1,4.27,75.24752475247524,25.058548009367694,,,,,,Large
TXN-0141,TGT-0055,ACQ-021,2023-02-18,,2023,Q1,Platform Investment,Seller Financing,329.6,13.9,5.27,12.3,Pending,Platform Build|Diversification|Technology Capability|Market Consolidation|Cross-Sell Opportunity,8,,Resolute Therapeutics,Pharma/Biotech,Generic Pharma,National,Physician-Owned,578.0,23.2,KKR,Financial Sponsor,Diversified,National,15.0,4.27,-7.33333333333333,23.4192037470726,,,,,,Mid-Market
TXN-0418,TGT-0117,ACQ-027,2023-01-22,2023-08-15,2023,Q1,Strategic Acquisition,Mixed,652.9,7.5,1.71,6.1,Closed,Cross-Sell Opportunity|Regulatory Arbitrage|Technology Capability|Vertical Integration,1,205,Ironwood Device Solutions,Medical Devices,Cardiac Devices,West Coast,Family-Owned,408.9,29.4,Bain Capital,Financial Sponsor,Diversified,National,15.7,3.17,-52.22929936305732,-46.05678233438486,,,,,,Large
TXN-0107,TGT-0124,ACQ-037,2023-04-07,2023-10-14,2023,Q2,Minority Investment,Seller Financing,297.6,14.6,7.71,3.0,Closed,Talent Acquisition|Cost Synergies,1,190,Pinnacle Surgical,Medical Devices,Orthopedic Devices,Midwest,Physician-Owned,29.2,25.1,Frazier Healthcare,Financial Sponsor,Healthcare,National,17.3,4.29,-15.606936416184977,79.72027972027972,,,,,,Mid-Market
TXN-0259,TGT-0143,ACQ-037,2023-12-24,2024-12-04,2023,Q4,Carve-out,Seller Financing,533.0,16.7,5.71,12.6,Closed,Market Consolidation|Platform Build|Cost Synergies,2,346,Latitude Clinical Group,Physician Groups,Multi-Specialty Groups,Mid-Atlantic,Private,133.2,13.8,Frazier Healthcare,Financial Sponsor,Healthcare,National,13.5,2.02,23.7037037037037,182.67326732673268,,,,,,Large
